1,0,303.373809814,197.116333008,38.981445312,82.904357910,1,1,1
1,7,378.284698486,212.344451904,18.789245605,30.493408203,1,1,1
1,19,284.382202148,280.750732422,15.779968262,19.917297363,1,1,1
1,5,235.030754089,263.635467529,26.909683228,19.414794922,1,1,1
1,133,253.676879883,220.830261230,31.710754395,46.169250488,1,1,1
1,4,151.360404968,260.715728760,190.089553833,87.945312500,1,1,1
2,0,304.572631836,202.688133240,43.283447266,104.007217407,1,1,1
2,152,136.282806396,371.312194824,53.019897461,94.520263672,1,1,1
2,133,253.972053528,224.986450195,30.088058472,46.628112793,1,1,1
2,7,379.513702393,218.497619629,18.968322754,30.031738281,1,1,1
2,9,428.220703125,228.479591370,36.105895996,43.360519409,1,1,1
3,133,254.336601257,230.851226807,32.509414673,49.134979248,1,1,1
3,19,285.647735596,293.063568115,15.974731445,20.673950195,1,1,1
3,0,307.193878174,208.904144287,39.213256836,83.345703125,1,1,1
3,7,382.421325684,225.798919678,18.965576172,30.417968750,1,1,1
3,4,149.942657471,271.098022461,193.592498779,91.150695801,1,1,1
4,6,258.084716797,236.821533203,29.014709473,42.873046875,1,1,1
4,19,287.303161621,299.183685303,16.463134766,20.115356445,1,1,1
4,7,384.602844238,229.493690491,18.930297852,30.945419312,1,1,1
4,12,278.710479736,250.551513672,13.878112793,36.089233398,1,1,1
4,4,151.302360535,277.934875488,194.786209106,90.288757324,1,1,1
4,0,308.806518555,213.611259460,39.634643555,84.200393677,1,1,1
5,133,287.901275635,303.731109619,16.844665527,20.261108398,1,1,1
5,6,258.309783936,241.162071228,28.865661621,47.252578735,1,1,1
5,7,385.582000732,231.788475037,18.739562988,30.793472290,1,1,1
5,5,237.996246338,285.268829346,26.521392822,20.314514160,1,1,1
5,12,279.461425781,254.456916809,13.656555176,36.819992065,1,1,1
5,0,309.070495605,216.951789856,40.195800781,84.900924683,1,1,1
5,4,151.475128174,281.519165039,196.301727295,91.462585449,1,1,1
5,9,451.125244141,241.511009216,15.582092285,37.140640259,1,1,1
5,14,441.021392822,250.531127930,14.040832520,28.731140137,1,1,1
6,0,315.104492188,213.866508484,46.065979004,105.688491821,1,1,1
6,19,293.383178711,301.939361572,16.330017090,20.271057129,1,1,1
6,7,391.625732422,228.545127869,19.330871582,31.165298462,1,1,1
6,6,263.681671143,238.862327576,29.034423828,47.105117798,1,1,1
6,9,458.153076172,238.543266296,15.418640137,36.566604614,1,1,1
6,12,295.914916992,280.202056885,14.282775879,22.130737305,1,1,1
6,14,448.871093750,247.528594971,11.907714844,28.637451172,1,1,1
6,153,216.596984863,374.079650879,39.180358887,76.311218262,1,1,1
6,12,284.837005615,252.546394348,13.556640625,36.074935913,1,1,1
6,137,441.957092285,238.358406067,37.471557617,44.890853882,1,1,1
6,4,157.032775879,279.335296631,197.144836426,92.144348145,1,1,1
7,0,327.772735596,208.195991516,47.085815430,105.898788452,1,1,1
7,19,306.443969727,297.699920654,16.375488281,20.152038574,1,1,1
7,6,275.852661133,234.115348816,30.021179199,46.136795044,1,1,1
7,7,404.782012939,222.362457275,19.256896973,31.043731689,1,1,1
7,12,309.011352539,275.745117188,14.298339844,22.135253906,1,1,1
7,9,471.699737549,231.746437073,16.353027344,39.706039429,1,1,1
7,137,455.441345215,231.636627197,38.589294434,46.321563721,1,1,1
7,4,170.913337708,274.084381104,196.878829956,92.462463379,1,1,1
7,22,174.733367920,285.519775391,20.550415039,20.036193848,1,1,1
7,14,462.746826172,241.221458435,12.279052734,29.690200806,1,1,1
8,19,321.311950684,292.983276367,15.592407227,19.984985352,1,1,1
8,6,290.746582031,229.320808411,28.245666504,42.716049194,1,1,1
8,7,419.035949707,216.301315308,19.382324219,31.702789307,1,1,1
8,12,323.433929443,270.767181396,13.819458008,22.247497559,1,1,1
8,4,186.121734619,269.238769531,196.644836426,92.566040039,1,1,1
9,0,347.113311768,197.372955322,48.759704590,106.706146240,1,1,1
9,6,296.268005371,224.584259033,29.085388184,47.648468018,1,1,1
9,19,327.063751221,288.433746338,15.974426270,20.326965332,1,1,1
9,5,276.531311035,269.597503662,27.208007812,21.483215332,1,1,1
9,7,425.487609863,211.083801270,19.408996582,31.692535400,1,1,1
9,21,276.660339355,279.804626465,26.700317383,11.289367676,1,1,1
9,4,191.846138000,265.158843994,197.125717163,92.256225586,1,1,1
9,9,477.408920288,219.608238220,39.803253174,47.256362915,1,1,1
9,20,328.772857666,265.911926270,14.913391113,22.747314453,1,1,1
10,0,349.937438965,194.966270447,48.389038086,108.318008423,1,1,1
10,6,298.484283447,222.453186035,28.937561035,46.816680908,1,1,1
10,5,278.445281982,267.604400635,27.581726074,21.552978516,1,1,1
10,7,428.084899902,209.127197266,19.796081543,32.392303467,1,1,1
10,12,319.888488770,235.745544434,13.067321777,37.032348633,1,1,1
10,9,497.088684082,218.389434814,16.871154785,40.772857666,1,1,1
